cluster	profile_idx	profile_uid	paper_key	cell_type	normalized_cell_type	marker_names	marker_ids
18	603	biorxiv|ab05f819-6c04-1014-81aa-9646e853264a|T CELL CLUSTER	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	T CELL CLUSTER	T CELL CLUSTER	CD4;CD8A;CD3E	ENSG00000010610;ENSG00000153563;ENSG00000198851
18	651	biorxiv|ba2fe3cc-7145-1014-8950-ece91a9c7114|T-CELL	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	T-CELL	T CELL	CD4;CD8A;CD3E	ENSG00000010610;ENSG00000153563;ENSG00000198851
18	1366	hca|0086_10.1186_s13059-018-1603-1_27b7304530|T CELL	hca:0086_10.1186_s13059-018-1603-1_27b7304530	T CELL	T CELL	CD4;CD8A;T	ENSG00000010610;ENSG00000153563;ENSG00000164458
18	1820	hca|0184_10.1016_j.cell.2021.07.023_f621bea088|T CELL	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	T CELL	T CELL	CD2;CD3E;TRBC2	ENSG00000116824;ENSG00000198851;ENSG00000211772
18	1935	hca|0215_10.1038_s42003-020-01625-6_cc9e14f4ea|T CELL	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	T CELL	T CELL	CD4;CD8A;IL7R;CD3E	ENSG00000010610;ENSG00000153563;ENSG00000168685;ENSG00000198851
18	2033	hca|0243_10.1038_s41586-023-05915-x_2f4aafa6a2|CD4+ AND CD8+ T CELL	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	CD4+ AND CD8+ T CELL	CD 4 AND CD 8 T CELL	CD4;CD2;CD8A;IL7R;CD3E	ENSG00000010610;ENSG00000116824;ENSG00000153563;ENSG00000168685;ENSG00000198851
18	2534	hca|0362_10.1038_s41591-019-0733-7_d499f1b21b|LYMPHOCYTE CLUSTER	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b	LYMPHOCYTE CLUSTER	LYMPHOCYTE CLUSTER	CD4;CD8A;CD3E	ENSG00000010610;ENSG00000153563;ENSG00000198851
19	432	biorxiv|84e54dbc-6c17-1014-b8ff-c69d804e210e|SUBCLASS B	biorxiv:84e54dbc-6c17-1014-b8ff-c69d804e210e	SUBCLASS B	SUBCLASS B	TYR;MLANA;GPNMB;TP53;PMEL;MITF	ENSG00000077498;ENSG00000120215;ENSG00000136235;ENSG00000141510;ENSG00000185664;ENSG00000187098
19	1055	hca|0031_10.1016_j.jtos.2021.03.010_0c2fa1a2be|MELANOCYTES	hca:0031_10.1016_j.jtos.2021.03.010_0c2fa1a2be	MELANOCYTES	MELANOCYTES	TYR;TYRP1;MLANA;PMEL;MITF	ENSG00000077498;ENSG00000107165;ENSG00000120215;ENSG00000185664;ENSG00000187098
19	1606	hca|0125_10.1016_j.celrep.2023.111994_fd20125b65|MELANOCYTE	hca:0125_10.1016_j.celrep.2023.111994_fd20125b65	MELANOCYTE	MELANOCYTE	TYR;TYRP1;MLANA	ENSG00000077498;ENSG00000107165;ENSG00000120215
19	1726	hca|0158_10.2337_db21-0830_d021248f76|MELANOCYTE	hca:0158_10.2337_db21-0830_d021248f76	MELANOCYTE	MELANOCYTE	DCT;TYRP1;MLANA	ENSG00000080166;ENSG00000107165;ENSG00000120215
19	2654	hca|0375_10.1016_j.jaci.2021.07.025_bdc966c89b|MELANOCYTE	hca:0375_10.1016_j.jaci.2021.07.025_bdc966c89b	MELANOCYTE	MELANOCYTE	MLANA;KIT;PMEL	ENSG00000120215;ENSG00000157404;ENSG00000185664
19	2881	hca|0418_10.1038_s42003-020-0922-4_8904851286|MELANOCYTE	hca:0418_10.1038_s42003-020-0922-4_8904851286	MELANOCYTE	MELANOCYTE	DCT;TYRP1;MLANA;PMEL	ENSG00000080166;ENSG00000107165;ENSG00000120215;ENSG00000185664
19	2951	hca|0428_10.1073_pnas.1914143116_42027a0378|MELANOCYTE	hca:0428_10.1073_pnas.1914143116_42027a0378	MELANOCYTE	MELANOCYTE	DCT;TYRP1;MLANA;PMEL	ENSG00000080166;ENSG00000107165;ENSG00000120215;ENSG00000185664
19	2981	hca|0436_10.1016_j.jtos.2020.12.004_24ddeb29a4|MELANOCYTE	hca:0436_10.1016_j.jtos.2020.12.004_24ddeb29a4	MELANOCYTE	MELANOCYTE	TYR;TYRP1;MLANA	ENSG00000077498;ENSG00000107165;ENSG00000120215
19	3243	hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa|MEL1	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa	MEL1	MEL 1	TYRP1;MLANA;PMEL	ENSG00000107165;ENSG00000120215;ENSG00000185664
19	3244	hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa|MEL2	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa	MEL2	MEL 2	TYRP1;MLANA;PMEL	ENSG00000107165;ENSG00000120215;ENSG00000185664
20	353	biorxiv|6f28f2e1-6c20-1014-910c-d12c701e7668|ACTIVATED	biorxiv:6f28f2e1-6c20-1014-910c-d12c701e7668	ACTIVATED	ACTIVATED	IFNG;CCL3;CCL4	ENSG00000111537;ENSG00000274221;ENSG00000275302
20	569	biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54|NK CELLS IN CLUSTER 4	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	NK CELLS IN CLUSTER 4	NK CELLS IN CLUSTER 4	CD69;CD83;XCL1;CCL3;CCL4	ENSG00000110848;ENSG00000112149;ENSG00000143184;ENSG00000274221;ENSG00000275302
20	1294	hca|0077_10.1038_s41587-020-0602-4_e82c5c2835|MOMA	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	MOMA	MOMA	CCL2;CXCL10;CCL3	ENSG00000108691;ENSG00000169245;ENSG00000274221
20	1630	hca|0134_10.3389_fimmu.2021.636720_9a958ecc4e|NK CELL IN CLUSTER 4	hca:0134_10.3389_fimmu.2021.636720_9a958ecc4e	NK CELL IN CLUSTER 4	NK CELL IN CLUSTER 4	XCL1;CCL3;CCL4	ENSG00000143184;ENSG00000274221;ENSG00000275302
20	1984	hca|0228_10.1128_mbio.02583-20_5085db2792|MONOCYTE	hca:0228_10.1128_mbio.02583-20_5085db2792	MONOCYTE	MONOCYTE	CCL2;CXCL10;CD14;CCL3	ENSG00000108691;ENSG00000169245;ENSG00000170458;ENSG00000274221
20	2015	hca|0235_10.1016_j.isci.2024.111337_a37d387ae6|CD83 +	hca:0235_10.1016_j.isci.2024.111337_a37d387ae6	CD83 +	CD 83	CCL2;CD83;TNFSF18;IL1B;CCL3;CCL4	ENSG00000108691;ENSG00000112149;ENSG00000120337;ENSG00000125538;ENSG00000274221;ENSG00000275302
20	2745	hca|0390_10.1038_s41591-020-0901-9_be86edb292|GROUP 2	hca:0390_10.1038_s41591-020-0901-9_be86edb292	GROUP 2	GROUP 2	CCL2;CXCL10;CCL3	ENSG00000108691;ENSG00000169245;ENSG00000274221
20	2926	hca|0426_10.1038_s41467-019-12464-3_0f8440336d|ACTIVATED TRM/TEM CLUSTER	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	ACTIVATED TRM/TEM CLUSTER	ACTIVATED TRM TEM CLUSTER	IFNG;CCL3;CCL4	ENSG00000111537;ENSG00000274221;ENSG00000275302
20	3146	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|DECIDUAL MACROPHAGE	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	DECIDUAL MACROPHAGE	DECIDUAL MACROPHAGE	CCL2;CCL3;CCL4	ENSG00000108691;ENSG00000274221;ENSG00000275302
21	332	biorxiv|67d3e1aa-726e-1014-b774-e6c3f2e9206c|CD56DIM NK CELL	biorxiv:67d3e1aa-726e-1014-b774-e6c3f2e9206c	CD56DIM NK CELL	CD 56 DIM NK CELL	PTPRC;NCAM1;FCGR3A	ENSG00000081237;ENSG00000149294;ENSG00000203747
21	342	biorxiv|6ca25eee-7853-1014-8aed-fc8cff0a87e5|NATURAL KILLER (NK) CELL	biorxiv:6ca25eee-7853-1014-8aed-fc8cff0a87e5	NATURAL KILLER (NK) CELL	NATURAL KILLER NK CELL	GNLY;KLRD1;NCAM1	ENSG00000115523;ENSG00000134539;ENSG00000149294
21	343	biorxiv|6ca25eee-7853-1014-8aed-fc8cff0a87e5|NATURAL KILLER T CELL (NKT)	biorxiv:6ca25eee-7853-1014-8aed-fc8cff0a87e5	NATURAL KILLER T CELL (NKT)	NATURAL KILLER T CELL NKT	GNLY;KLRD1;NCAM1	ENSG00000115523;ENSG00000134539;ENSG00000149294
21	1295	hca|0077_10.1038_s41587-020-0602-4_e82c5c2835|NK CELL	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	NK CELL	NK CELL	KLRD1;NCAM1;FCGR3A	ENSG00000134539;ENSG00000149294;ENSG00000203747
21	1530	hca|0109_10.7554_elife.91792.1_056dda27be|NK CELLS	hca:0109_10.7554_elife.91792.1_056dda27be	NK CELLS	NK CELLS	TYROBP;NCAM1;NCR1;FCGR3A	ENSG00000011600;ENSG00000149294;ENSG00000189430;ENSG00000203747
21	1681	hca|0148_10.1113_jp287812_fd3137bc12|NATURAL KILLER (NK) CELL	hca:0148_10.1113_jp287812_fd3137bc12	NATURAL KILLER (NK) CELL	NATURAL KILLER NK CELL	GNLY;KLRD1;NCAM1	ENSG00000115523;ENSG00000134539;ENSG00000149294
21	2374	hca|0319_10.1016_j.cell.2018.05.060_d1a05e99e8|NK CELL	hca:0319_10.1016_j.cell.2018.05.060_d1a05e99e8	NK CELL	NK CELL	KLRC1;NCAM1;NCR1	ENSG00000134545;ENSG00000149294;ENSG00000189430
21	2755	hca|0394_10.1038_s41591-021-01329-2_7dcc6ae73c|NK T	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	NK T	NK T	NCAM1;NCR1;FCGR3A	ENSG00000149294;ENSG00000189430;ENSG00000203747
22	421	biorxiv|824fd1db-6db8-1014-aa73-9a84848dcec3|LUMHR	biorxiv:824fd1db-6db8-1014-aa73-9a84848dcec3	LUMHR	LUMHR	KRT18;KRT8;KRT19	ENSG00000111057;ENSG00000170421;ENSG00000171345
22	756	biorxiv|d2042444-7138-1014-94ac-a1f590fd3173|KRTS+ MACROPHAGE	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	KRTS+ MACROPHAGE	KRTS MACROPHAGE	KRT18;KRT8;KRT19	ENSG00000111057;ENSG00000170421;ENSG00000171345
22	1058	hca|0032_10.15252_msb.20209682_ea064ade0e|CARCINOMA CELL	hca:0032_10.15252_msb.20209682_ea064ade0e	CARCINOMA CELL	CARCINOMA CELL	KRT18;EPCAM;KRT8	ENSG00000111057;ENSG00000119888;ENSG00000170421
22	1126	hca|0043_10.1038_s41556-023-01108-w_511ea5e6f6|EPITHELIUM	hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6	EPITHELIUM	EPITHELIUM	KRT18;KRT19;CLDN4	ENSG00000111057;ENSG00000171345;ENSG00000189143
22	1244	hca|0068_10.1093_ibd_izac201_351dddd961|EPITHELIAL CELL	hca:0068_10.1093_ibd_izac201_351dddd961	EPITHELIAL CELL	EPITHELIAL CELL	KRT18;EPCAM;KRT8	ENSG00000111057;ENSG00000119888;ENSG00000170421
22	2053	hca|0251_10.1038_s41588-023-01298-x_c85e8d4857|BASAL	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	BASAL	BASAL	NGFR;KRT18;KRT8	ENSG00000064300;ENSG00000111057;ENSG00000170421
22	2096	hca|0264_10.1186_s13059-022-02677-z_ec9d743757|EPITHELIAL CELL	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	EPITHELIAL CELL	EPITHELIAL CELL	KRT18;EPCAM;KRT8	ENSG00000111057;ENSG00000119888;ENSG00000170421
22	3189	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|EPITHELIAL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	EPITHELIAL	EPITHELIAL	KRT18;EPCAM;KRT8	ENSG00000111057;ENSG00000119888;ENSG00000170421
23	766	biorxiv|d8ee72e2-7047-1014-a159-a9ef37bce7a4|CLUSTER 10	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	CLUSTER 10	CLUSTER 10	HBA2;HBA1;HBB	ENSG00000188536;ENSG00000206172;ENSG00000244734
23	1245	hca|0068_10.1093_ibd_izac201_351dddd961|ERYTHROCYTE	hca:0068_10.1093_ibd_izac201_351dddd961	ERYTHROCYTE	ERYTHROCYTE	ALAS2;HBA1;HBB	ENSG00000158578;ENSG00000206172;ENSG00000244734
23	1803	hca|0183_10.1126_sciimmunol.abd1554_52a79b9d12|RBC	hca:0183_10.1126_sciimmunol.abd1554_52a79b9d12	RBC	RBC	HBA2;HBA1;HBB	ENSG00000188536;ENSG00000206172;ENSG00000244734
23	1889	hca|0207_10.1016_j.immuni.2020.11.017_b182001861|ERYTHROID CELL	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	ERYTHROID CELL	ERYTHROID CELL	HBA2;HBA1;HBB	ENSG00000188536;ENSG00000206172;ENSG00000244734
23	2051	hca|0247_10.1038_s41591-018-0096-5_140f8f392a|ERYTHROBLAST	hca:0247_10.1038_s41591-018-0096-5_140f8f392a	ERYTHROBLAST	ERYTHROBLAST	SNCA;ALAS2;HBB	ENSG00000145335;ENSG00000158578;ENSG00000244734
23	2221	hca|0290_10.1101_235499_566cff6e3c|CLUSTER C13	hca:0290_10.1101_235499_566cff6e3c	CLUSTER C13	CLUSTER C 13	HBG1;HBA2;HBB	ENSG00000103740;ENSG00000188536;ENSG00000244734
23	2336	hca|0307_10.1038_s41419-021-03724-6_32b837a8da|ERYTHROCYTE	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	ERYTHROCYTE	ERYTHROCYTE	HBA2;HBA1;HBB	ENSG00000188536;ENSG00000206172;ENSG00000244734
23	2877	hca|0418_10.1038_s42003-020-0922-4_8904851286|ERYTHROCYTE	hca:0418_10.1038_s42003-020-0922-4_8904851286	ERYTHROCYTE	ERYTHROCYTE	HBA2;HBA1;HBB	ENSG00000188536;ENSG00000206172;ENSG00000244734
24	48	biorxiv|0e94bf21-6c7c-1014-b6a7-bcc9b09c8181|ISC	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	ISC	ISC	OLFM4;SMOC2;LGR5;ASCL2	ENSG00000102837;ENSG00000112562;ENSG00000139292;ENSG00000183734
24	462	biorxiv|8bff4e38-6c13-1014-bcce-e068e3eafd28|STEM CELL	biorxiv:8bff4e38-6c13-1014-bcce-e068e3eafd28	STEM CELL	STEM CELL	OLFM4;SMOC2;LGR5;RGMB	ENSG00000102837;ENSG00000112562;ENSG00000139292;ENSG00000174136
24	853	biorxiv|e70d54a8-74bd-1014-b600-d60c5a656b30|MIX_2	biorxiv:e70d54a8-74bd-1014-b600-d60c5a656b30	MIX_2	MIX 2	OLFM4;SMOC2;LGR5;DST;AXIN2	ENSG00000102837;ENSG00000112562;ENSG00000139292;ENSG00000151914;ENSG00000168646
24	1417	hca|0090_10.1038_s41586-021-03852-1_eec89a5e36|STEM CELL	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	STEM CELL	STEM CELL	OLFM4;SMOC2;LGR5;RGMB;ASCL2	ENSG00000102837;ENSG00000112562;ENSG00000139292;ENSG00000174136;ENSG00000183734
24	2736	hca|0389_10.1038_s41591-024-02807-z_9d82b71a18|INTESTINAL STEM/PROGENITOR	hca:0389_10.1038_s41591-024-02807-z_9d82b71a18	INTESTINAL STEM/PROGENITOR	INTESTINAL STEM PROGENITOR	SMOC2;LGR5;LRIG1	ENSG00000112562;ENSG00000139292;ENSG00000144749
24	3109	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|STEM CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	STEM CELL	STEM CELL	SMOC2;LGR5;ASCL2	ENSG00000112562;ENSG00000139292;ENSG00000183734
24	3202	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|STEM CELL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	STEM CELL	STEM CELL	OLFM4;SMOC2;LGR5;RGMB;ASCL2	ENSG00000102837;ENSG00000112562;ENSG00000139292;ENSG00000174136;ENSG00000183734
25	244	biorxiv|466eace1-7692-1014-9cbc-8d16e477b905|EPITHELIAL	biorxiv:466eace1-7692-1014-9cbc-8d16e477b905	EPITHELIAL	EPITHELIAL	PGR;ESR1;ERBB2	ENSG00000082175;ENSG00000091831;ENSG00000141736
25	245	biorxiv|466eace1-7692-1014-9cbc-8d16e477b905|TRIPLE-NEGATIVE-LIKE	biorxiv:466eace1-7692-1014-9cbc-8d16e477b905	TRIPLE-NEGATIVE-LIKE	TRIPLE NEGATIVE LIKE	PGR;ESR1;ERBB2	ENSG00000082175;ENSG00000091831;ENSG00000141736
25	246	biorxiv|466eace1-7692-1014-9cbc-8d16e477b905|TRIPLE-POSITIVE-LIKE	biorxiv:466eace1-7692-1014-9cbc-8d16e477b905	TRIPLE-POSITIVE-LIKE	TRIPLE POSITIVE LIKE	PGR;ESR1;ERBB2	ENSG00000082175;ENSG00000091831;ENSG00000141736
25	1094	hca|0040_10.1016_j.xcrm.2021.100219_d37660c408|MATURE LUMINAL	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	MATURE LUMINAL	MATURE LUMINAL	ESR1;EPCAM;FOXA1	ENSG00000091831;ENSG00000119888;ENSG00000129514
25	1152	hca|0047_10.15252_embj.2020107333_a4d0f57474|MATURE LUMINAL	hca:0047_10.15252_embj.2020107333_a4d0f57474	MATURE LUMINAL	MATURE LUMINAL	PGR;ESR1;FOXA1	ENSG00000082175;ENSG00000091831;ENSG00000129514
25	1173	hca|0049_10.1038_s41586-023-06252-9_3d2f22d6e6|LUMINAL HORMONE-RESPONSIVE	hca:0049_10.1038_s41586-023-06252-9_3d2f22d6e6	LUMINAL HORMONE-RESPONSIVE	LUMINAL HORMONE RESPONSIVE	PGR;ESR1;AR	ENSG00000082175;ENSG00000091831;ENSG00000169083
25	3264	hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf|HR	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf	HR	HR	PGR;ESR1;PRLR;FOXA1	ENSG00000082175;ENSG00000091831;ENSG00000113494;ENSG00000129514
26	403	biorxiv|78e3a11a-7eb2-1014-99eb-f342cda99662|IASTROCYTES	biorxiv:78e3a11a-7eb2-1014-99eb-f342cda99662	IASTROCYTES	IASTROCYTES	SOX9;GFAP;S100B	ENSG00000125398;ENSG00000131095;ENSG00000160307
26	534	biorxiv|9e5c18fc-76e5-1014-9f81-96148d260e0f|CLUSTER 3	biorxiv:9e5c18fc-76e5-1014-9f81-96148d260e0f	CLUSTER 3	CLUSTER 3	GFAP;EGFR;S100B	ENSG00000131095;ENSG00000146648;ENSG00000160307
26	683	biorxiv|c245f005-7ab6-1014-adbd-b49bd8bfffbc|ASTROCYTE MARKER	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	ASTROCYTE MARKER	ASTROCYTE MARKER	GFAP;S100B;AQP4	ENSG00000131095;ENSG00000160307;ENSG00000171885
26	904	biorxiv|efe4cabd-770f-1014-96d7-8e75af964dbd|ASTRO_S3	biorxiv:efe4cabd-770f-1014-96d7-8e75af964dbd	ASTRO_S3	ASTRO S 3	CD44;TNC;GFAP	ENSG00000026508;ENSG00000041982;ENSG00000131095
26	2017	hca|0235_10.1016_j.isci.2024.111337_a37d387ae6|IMMATURE ASTROCYTE	hca:0235_10.1016_j.isci.2024.111337_a37d387ae6	IMMATURE ASTROCYTE	IMMATURE ASTROCYTE	CD44;VCAN;TNC;GFAP	ENSG00000026508;ENSG00000038427;ENSG00000041982;ENSG00000131095
26	2481	hca|0352_10.1038_nature25980_27cde67bed|ASTROCYTE	hca:0352_10.1038_nature25980_27cde67bed	ASTROCYTE	ASTROCYTE	GFAP;S100B;AQP4	ENSG00000131095;ENSG00000160307;ENSG00000171885
26	2833	hca|0406_10.1093_brain_awab446_1c9ee67691|ASTROCYTE	hca:0406_10.1093_brain_awab446_1c9ee67691	ASTROCYTE	ASTROCYTE	CD44;GFAP;AQP4	ENSG00000026508;ENSG00000131095;ENSG00000171885
27	99	biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec|NATURAL KILLER CELL	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec	NATURAL KILLER CELL	NATURAL KILLER CELL	NKG7;KLRB1;GNLY	ENSG00000105374;ENSG00000111796;ENSG00000115523
27	177	biorxiv|315fa881-726d-1014-9d3d-bbe9b5731a1d|PLATELETS	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	PLATELETS	PLATELETS	NKG7;GNLY;GZMA;GZMM	ENSG00000105374;ENSG00000115523;ENSG00000145649;ENSG00000197540
27	937	biorxiv|fbd95004-6cf9-1014-bead-f9f2e4a06d20|CYTOTOXIC PLASMA CELL	biorxiv:fbd95004-6cf9-1014-bead-f9f2e4a06d20	CYTOTOXIC PLASMA CELL	CYTOTOXIC PLASMA CELL	NKG7;GNLY;GZMA;CCL5;CCL4	ENSG00000105374;ENSG00000115523;ENSG00000145649;ENSG00000271503;ENSG00000275302
27	1285	hca|0076_10.1016_j.cell.2021.01.053_e0734afb82|NK CELLS	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	NK CELLS	NK CELLS	TYROBP;NKG7;GNLY	ENSG00000011600;ENSG00000105374;ENSG00000115523
27	1728	hca|0158_10.2337_db21-0830_d021248f76|NATURAL KILLER (NK) CELL	hca:0158_10.2337_db21-0830_d021248f76	NATURAL KILLER (NK) CELL	NATURAL KILLER NK CELL	NKG7;GNLY;CCL4	ENSG00000105374;ENSG00000115523;ENSG00000275302
27	2062	hca|0255_10.1183_13993003.02441-2018_9965f84ef5|NK CELLS	hca:0255_10.1183_13993003.02441-2018_9965f84ef5	NK CELLS	NK CELLS	NKG7;GNLY;KLRF1	ENSG00000105374;ENSG00000115523;ENSG00000150045
28	543	biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d|FOREBRAIN / MIDBRAIN NEURECTODERM	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	FOREBRAIN / MIDBRAIN NEURECTODERM	FOREBRAIN MIDBRAIN NEURECTODERM	PAX6;OTX2;DLK1	ENSG00000007372;ENSG00000165588;ENSG00000185559
28	1768	hca|0167_10.1073_pnas.1520760112_985a5e340f|AP2	hca:0167_10.1073_pnas.1520760112_985a5e340f	AP2	AP 2	PROM1;PAX6;VIM;GLI3;HES1;SOX2	ENSG00000007062;ENSG00000007372;ENSG00000026025;ENSG00000106571;ENSG00000160221;ENSG00000181449
28	1776	hca|0167_10.1073_pnas.1520760112_985a5e340f|C5	hca:0167_10.1073_pnas.1520760112_985a5e340f	C5	C 5	PAX6;VIM;OTX2	ENSG00000007372;ENSG00000026025;ENSG00000165588
28	1777	hca|0167_10.1073_pnas.1520760112_985a5e340f|C6	hca:0167_10.1073_pnas.1520760112_985a5e340f	C6	C 6	PAX6;VIM;OTX2	ENSG00000007372;ENSG00000026025;ENSG00000165588
28	1896	hca|0208_10.1038_nbt.2967_18c9fd3939|NEUROEPITHELIAL MARKER	hca:0208_10.1038_nbt.2967_18c9fd3939	NEUROEPITHELIAL MARKER	NEUROEPITHELIAL MARKER	PAX6;VIM;SOX2	ENSG00000007372;ENSG00000026025;ENSG00000181449
28	2108	hca|0265_10.1038_s41591-019-0750-6_ba0c7c2ce5|PHENOGRAPH CLUSTER 8	hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	PHENOGRAPH CLUSTER 8	PHENOGRAPH CLUSTER 8	VIM;DKK1;SOX2	ENSG00000026025;ENSG00000107984;ENSG00000181449
29	913	biorxiv|f29672cc-6d87-1014-b915-87fbd4bb053f|NEUROBLAST	biorxiv:f29672cc-6d87-1014-b915-87fbd4bb053f	NEUROBLAST	NEUROBLAST	NEUROD1;NHLH1;NEUROG2	ENSG00000162992;ENSG00000171786;ENSG00000178403
29	1014	hca|0015_10.1126_science.aay3224_2393e60089|TEC(NEURO)S	hca:0015_10.1126_science.aay3224_2393e60089	TEC(NEURO)S	TEC NEURO S	CHGA;NEUROD1;NEUROG1	ENSG00000100604;ENSG00000162992;ENSG00000181965
29	1404	hca|0090_10.1038_s41586-021-03852-1_eec89a5e36|ENTEROENDOCRINE CELL	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	ENTEROENDOCRINE CELL	ENTEROENDOCRINE CELL	CHGB;CHGA;NEUROG3;NEUROD1	ENSG00000089199;ENSG00000100604;ENSG00000122859;ENSG00000162992
29	2346	hca|0308_10.1242_dev.199711_724ab19d33|SENSORY NEURON PRECURSOR	hca:0308_10.1242_dev.199711_724ab19d33	SENSORY NEURON PRECURSOR	SENSORY NEURON PRECURSOR	NEUROD1;NEUROG2;NEUROG1	ENSG00000162992;ENSG00000178403;ENSG00000181965
29	3092	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|ENTEROENDOCRINE CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	ENTEROENDOCRINE CELL	ENTEROENDOCRINE CELL	CHGA;TPH1;NEUROD1	ENSG00000100604;ENSG00000129167;ENSG00000162992
29	3188	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446|ENTEROENDOCRINE CELL	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	ENTEROENDOCRINE CELL	ENTEROENDOCRINE CELL	CHGB;CHGA;NEUROD1	ENSG00000089199;ENSG00000100604;ENSG00000162992
30	1184	hca|0050_10.1073_pnas.1507125112_495172b774|INHIBITORY NEURON	hca:0050_10.1073_pnas.1507125112_495172b774	INHIBITORY NEURON	INHIBITORY NEURON	GAD1;CALB2;CCK	ENSG00000128683;ENSG00000172137;ENSG00000187094
30	1185	hca|0050_10.1073_pnas.1507125112_495172b774|INTERNEURON	hca:0050_10.1073_pnas.1507125112_495172b774	INTERNEURON	INTERNEURON	GAD1;SST;VIP;CALB2;CCK;RELN;PVALB	ENSG00000128683;ENSG00000157005;ENSG00000160111;ENSG00000172137;ENSG00000187094;ENSG00000189056;ENSG00000198125
30	1847	hca|0195_10.1038_nbt.4038_23df984b1c|IN	hca:0195_10.1038_nbt.4038_23df984b1c	IN	IN	GAD1;GLCE;THSD7B;SST;VIP;CA8;RELN;PVALB	ENSG00000128683;ENSG00000138604;ENSG00000144229;ENSG00000157005;ENSG00000160111;ENSG00000178538;ENSG00000189056;ENSG00000198125
30	2111	hca|0266_10.1016_j.neuron.2021.05.003_0cca870e2c|INHIBITORY NEURON	hca:0266_10.1016_j.neuron.2021.05.003_0cca870e2c	INHIBITORY NEURON	INHIBITORY NEURON	GAD1;SST;CCK	ENSG00000128683;ENSG00000157005;ENSG00000187094
30	2483	hca|0352_10.1038_nature25980_27cde67bed|INTERNEURON	hca:0352_10.1038_nature25980_27cde67bed	INTERNEURON	INTERNEURON	CALB1;GAD1;SST;VIP;CALB2;CCK	ENSG00000104327;ENSG00000128683;ENSG00000157005;ENSG00000160111;ENSG00000172137;ENSG00000187094
30	2491	hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467|INTERNEURON	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	INTERNEURON	INTERNEURON	STMN2;GAD1;SST	ENSG00000104435;ENSG00000128683;ENSG00000157005
31	1520	hca|0109_10.7554_elife.91792.1_056dda27be|CDC2	hca:0109_10.7554_elife.91792.1_056dda27be	CDC2	CDC 2	CLEC10A;IRF4;CD1C;FCER1A	ENSG00000132514;ENSG00000137265;ENSG00000158481;ENSG00000179639
