source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_paper_profiles	n_same_label_other_paper_markers	marker_fraction_recovered_by_same_label_other_papers	local_private_fraction_recovered_by_same_label_other_papers	n_same_neighborhood_other_paper_profiles	marker_fraction_recovered_by_same_neighborhood_other_papers	local_private_marker_names
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	MSC	MSC		5	1	0.2	1	3	0.0	0.0	0		WNT5A
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	V-MEL	V MEL		3	3	1.0	0	0			0		ID2; ID3; NTRK2
hca	0171_10.1016_j.cell.2021.05.013_6d846f218b	hca:0171_10.1016_j.cell.2021.05.013_6d846f218b	NEUTROPHILS	NEUTROPHILS		4	4	1.0	2	11	0.0	0.0	0		HAX1; LYST; ITGB2; FPR1
hca	0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d	MÜLLER CELL	MULLER CELL		4	4	1.0	1	14	0.25	0.25	0		FAT1; CYP26A1; DAPL1; FABP5
hca	0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d	MÜLLER CELLS	MULLER CELLS		5	5	1.0	0	0			0		RBP1; RDH10; RLBP1; RGR; RORB
hca	0174_10.1038_s41588-024-02048-3_7311b9bde5	hca:0174_10.1038_s41588-024-02048-3_7311b9bde5	ADIPOCYTE	ADIPOCYTE		4	4	1.0	4	12	0.75	0.75	0		AQP9; PLIN1; LPL; ADIPOQ
hca	0175_10.1038_s41587-020-00796-1_81545d4d48	hca:0175_10.1038_s41587-020-00796-1_81545d4d48	NEU	NEU		4	3	0.75	0	0			0		ICAM1; ITGAM; CCL3
hca	0175_10.1038_s41587-020-00796-1_81545d4d48	hca:0175_10.1038_s41587-020-00796-1_81545d4d48	NRMA	NRMA		6	5	0.8333333333333334	1	10	0.16666666666666666	0.2	0		CCL7; CCL2; CCR2; CCR5; CCL4
hca	0175_10.1038_s41587-020-00796-1_81545d4d48	hca:0175_10.1038_s41587-020-00796-1_81545d4d48	SECRETORY	SECRETORY	epithelial	4	4	1.0	1	4	0.0	0.0	123	1.0	CXCL6; CXCL1; CXCL8; CXCL17
hca	0176_10.1126_science.aav2501_7c9d3a1bd2	hca:0176_10.1126_science.aav2501_7c9d3a1bd2	GROUP 2	GROUP 2		3	3	1.0	1	3	0.0	0.0	0		ICAM1; GGT5; PPARG
hca	0179_10.1038_s41593-021-00906-5_f703d212e4	hca:0179_10.1038_s41593-021-00906-5_f703d212e4	INHIBITORY INTERNEURON	INHIBITORY INTERNEURON		3	3	1.0	0	0			0		DLX2; DLX1; OLIG2
hca	0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	CD4+ TREG	CD 4 TREG	T cell	7	7	1.0	2	10	0.2857142857142857	0.2857142857142857	254	1.0	TNFRSF9; IFIT3; ISG20; IFIT1; IFITM1; TNFRSF4; TNFRSF18
hca	0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	CD8+ T CELL	CD 8 T CELL	T cell	4	4	1.0	14	73	0.5	0.5	254	1.0	LAG3; ENTPD1; CXCL13; EOMES
hca	0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	MYELOID CELL	MYELOID CELL	monocyte/macrophage	3	3	1.0	9	28	0.6666666666666666	0.6666666666666666	202	0.6666666666666666	LYZ; IDO1; FCGR3A
hca	0182_10.1126_sciimmunol.abk1741_33c534a538	hca:0182_10.1126_sciimmunol.abk1741_33c534a538	CLUSTER 2	CLUSTER 2		3	3	1.0	18	100	0.6666666666666666	0.6666666666666666	0		CXCR6; PRF1; TNF
hca	0182_10.1126_sciimmunol.abk1741_33c534a538	hca:0182_10.1126_sciimmunol.abk1741_33c534a538	CLUSTER 2 CD4+ T CELL	CLUSTER 2 CD 4 T CELL	T cell	3	3	1.0	1	3	0.0	0.0	255	0.0	LYZ; S100A8; S100A9
hca	0183_10.1126_sciimmunol.abd1554_52a79b9d12	hca:0183_10.1126_sciimmunol.abd1554_52a79b9d12	RBC	RBC		3	3	1.0	1	3	0.0	0.0	0		HBA2; HBA1; HBB
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	B CELL	B CELL	B cell	3	3	1.0	29	50	1.0	1.0	92	1.0	CD79B; CD79A; MS4A1
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	BPIFA1 HIGH CHEMOKINE HIGH SECRETORY CELL	BPIFA 1 HIGH CHEMOKINE HIGH SECRETORY CELL	epithelial	4	2	0.5	0	0			116	0.75	CXCL1; CXCL8
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	CILIATED CELL	CILIATED CELL	epithelial	4	3	0.75	0	0			116	0.25	DLEC1; DNAH11; CFAP43
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	EARLY RESPONSE FOXJ1 HIGH CILIATED CELL	EARLY RESPONSE FOXJ 1 HIGH CILIATED CELL	epithelial	4	0	0.0	0	0			116	0.25	
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	EARLY RESPONSE SECRETORY CELL	EARLY RESPONSE SECRETORY CELL	epithelial	4	1	0.25	0	0			116	0.0	NR4A1
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	GOBLET CELL	GOBLET CELL	epithelial	3	2	0.6666666666666666	7	19	0.0	0.0	116	1.0	MUC5B; MUC5AC
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INFLAMMATORY MACROPHAGE	INFLAMMATORY MACROPHAGE	monocyte/macrophage	5	3	0.6	2	13	0.2	0.3333333333333333	199	1.0	IL1B; CCL3; CCL3L1
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE CILIATED CELL	INTERFERON RESPONSIVE CILIATED CELL	epithelial	3	1	0.3333333333333333	0	0			116	0.6666666666666666	IFIT1
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE CYTOTOXIC CD8 T CELL	INTERFERON RESPONSIVE CYTOTOXIC CD 8 T CELL	T cell	13	12	0.9230769230769231	0	0			254	0.8461538461538461	TBX21; LAG3; IL2RB; GZMH; GZMB; GNLY; GZMA; GBP5; IKZF3; ISG20; PRF1; APOBEC3C
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE MACROPHAGE	INTERFERON RESPONSIVE MACROPHAGE	monocyte/macrophage	7	5	0.7142857142857143	0	0			199	0.7142857142857143	IFIT2; CXCL9; CXCL10; CXCL11; ISG15
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE SECRETORY CELL	INTERFERON RESPONSIVE SECRETORY CELL	epithelial	3	1	0.3333333333333333	0	0			116	0.6666666666666666	IFITM3
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	ITGAX HIGH	ITGAX HIGH		6	5	0.8333333333333334	0	0			0		FTL; ITGAX; FTH1; CD163; PSAP
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MACROPHAGE	MACROPHAGE	monocyte/macrophage	3	2	0.6666666666666666	28	72	0.6666666666666666	1.0	199	1.0	CD14; FCGR3A
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MSR1 HIGH C1QB HIGH MACROPHAGE	MSR 1 HIGH C 1 QB HIGH MACROPHAGE	monocyte/macrophage	8	8	1.0	0	0			199	1.0	CTSD; NPC2; APOE; CTSL; C1QC; CTSB; C1QB; C1QA
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	SECRETORY CELL	SECRETORY CELL	epithelial	6	5	0.8333333333333334	1	5	0.16666666666666666	0.2	116	0.5	CP; F3; AQP5; CXCL17; BPIFA1
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	SPRR2D HIGH SQUAMOUS CELL	SPRR 2 D HIGH SQUAMOUS CELL		5	5	1.0	0	0			0		SPRR3; SPRR2D; SPRR1B; SPRR2E; SPRR2A
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	254	1.0	CD2; CD3E; TRBC2
hca	0185_10.1038_s41598-019-45842-4_2aeb7a4d45	hca:0185_10.1038_s41598-019-45842-4_2aeb7a4d45	FIBROBLAST	FIBROBLAST	fibroblast/stromal	10	10	1.0	28	89	0.7	0.7	149	0.9	DCN; ACTA2; COL1A1; MGP; PDGFRB; PDGFRA; IL6; THY1; COL3A1; CFD
hca	0186_10.1016_j.devcel.2020.01.033_6afe089f1e	hca:0186_10.1016_j.devcel.2020.01.033_6afe089f1e	BASAL CELL	BASAL CELL	epithelial	6	5	0.8333333333333334	6	14	0.3333333333333333	0.2	122	0.6666666666666666	F3; IL33; EGFR; KRT15; S100A2
hca	0186_10.1016_j.devcel.2020.01.033_6afe089f1e	hca:0186_10.1016_j.devcel.2020.01.033_6afe089f1e	BUD TIP ADJACENT	BUD TIP ADJACENT		5	2	0.4	0	0			0		HOPX; AGER
hca	0186_10.1016_j.devcel.2020.01.033_6afe089f1e	hca:0186_10.1016_j.devcel.2020.01.033_6afe089f1e	BUD TIP PROGENITOR	BUD TIP PROGENITOR		4	2	0.5	0	0			0		SOX9; ETV5
hca	0186_10.1016_j.devcel.2020.01.033_6afe089f1e	hca:0186_10.1016_j.devcel.2020.01.033_6afe089f1e	SECRETORY PROGENITOR CELL	SECRETORY PROGENITOR CELL	epithelial	3	3	1.0	0	0			122	1.0	CFTR; SCGB3A2; SFTPB
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	B1	B 1		4	2	0.5	0	0			0		CD37; IGHD
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	B2	B 2		4	2	0.5	0	0			0		CD27; IGHM
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	CD4TC #0	CD 4 TC 0		3	2	0.6666666666666666	0	0			0		GZMB; CCL5
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	MDC1	MDC 1		3	3	1.0	0	0			0		BATF3; WDFY4; XCR1
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	MDC2	MDC 2		3	3	1.0	0	0			0		CLEC10A; CD1C; FCER1A
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	MONO2	MONO 2		15	15	1.0	1	9	0.0	0.0	0		CD9; STAB1; TREM2; EGR1; LYVE1; CH25H; BTG2; CD14; GPR34; C1QB; C1QA; CD163; MAF; CSF1R; TMEM119
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	NK1	NK 1		4	1	0.25	0	0			0		FCGR3A
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	NK2	NK 2		5	3	0.6	1	4	0.0	0.0	0		XCL1; XCL2; SELL
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	PLASMA	PLASMA	B cell	4	2	0.5	0	0			92	0.75	CD38; TNFRSF17
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	ΑΒ T CELL	T CELL	T cell	4	4	1.0	37	67	0.75	0.75	255	0.75	LCK; CD3E; TRAJ16; TRAC
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	CYTOTOXIC LYMPHOCYTE	CYTOTOXIC LYMPHOCYTE		5	5	1.0	0	0			0		RUNX3; IRF1; RUNX1; EOMES; IRF2
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	GC B CELL	GC B CELL	B cell	10	8	0.8	3	15	0.1	0.0	90	0.2	IL4R; REST; IL21R; POU2AF1; POU2F1; PKNOX1; EBF1; LINC01991
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	IFN-RESPONSIVE B CELL	IFN RESPONSIVE B CELL	B cell	3	3	1.0	0	0			90	0.0	XAF1; IFI44L; MX1
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	NAÏVE, ACTIVATED AND MEMORY B CELL	NAIVE ACTIVATED AND MEMORY B CELL	B cell	5	5	1.0	0	0			90	0.2	ELF2; BCL11A; KLF2; ETV6; ELK4
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	TFH CELL	TFH CELL		6	4	0.6666666666666666	0	0			0		ID3; TCF12; NFIA; ASCL2
hca	0193_10.15252_emmm.202012871_3b35c5fb8f	hca:0193_10.15252_emmm.202012871_3b35c5fb8f	ABERRANT BASALOID CELL	ABERRANT BASALOID CELL		7	6	0.8571428571428571	2	17	0.2857142857142857	0.3333333333333333	0		TNC; KRT17; CDKN2A; SPRR1A; KRT8; SFN
hca	0193_10.15252_emmm.202012871_3b35c5fb8f	hca:0193_10.15252_emmm.202012871_3b35c5fb8f	AT2	AT 2		4	3	0.75	9	43	0.5	0.6666666666666666	0		CRTAC1; SFTPC; ETV5
hca	0193_10.15252_emmm.202012871_3b35c5fb8f	hca:0193_10.15252_emmm.202012871_3b35c5fb8f	PERICYTE	PERICYTE	fibroblast/stromal	6	6	1.0	13	23	0.3333333333333333	0.3333333333333333	149	0.3333333333333333	CFH; PDGFRB; CD36; YAP1; SSTR2; CFHR1
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	AST_CER	AST CER		3	3	1.0	0	0			0		SLC1A3; GRIA1; ALDH1A1
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	EX3D	EX 3 D		3	3	1.0	0	0			0		EYA4; PHACTR2; RORB
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	EX6A	EX 6 A		3	3	1.0	0	0			0		TLE4; HTR2C; PCP4
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	IN	IN		8	5	0.625	0	0			0		GLCE; THSD7B; SST; CA8; PVALB
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	IN1A	IN 1 A		3	2	0.6666666666666666	0	0			0		CCK; CNR1
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	IN1D	IN 1 D		3	2	0.6666666666666666	0	0			0		TAC3; CALB2
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	IOLI	IOLI		3	3	1.0	0	0			0		GRIN2A; TCF4; GRIN2B
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	MOLI	MOLI		3	3	1.0	0	0			0		PLP1; MOG; MBP
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	OPC	OPC		9	9	1.0	4	13	0.4444444444444444	0.4444444444444444	0		VCAN; SOX6; ITPR2; SOX9; PDGFRA; CASK; CSPG4; LUZP2; NEU4
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	OPC_CER	OPC CER		3	3	1.0	0	0			0		LRP6; RCN2; ORAOV1
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	PURK	PURK		3	2	0.6666666666666666	0	0			0		GAD2; SORCS3
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	DISTAL TUBULE CELL	DISTAL TUBULE CELL		5	5	1.0	0	0			0		SLC4A1; CA2; ATP6V0D2; CLCNKB; SDHD
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	EC	EC		7	6	0.8571428571428571	6	27	0.0	0.0	0		TIMP3; HMGB1P5; ABI3BP; SPP1; ESM1; HLA-DRB5
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	8	7	0.875	27	110	0.375	0.2857142857142857	74	0.375	TNFAIP3; CTGF; IRF1; NFKBIZ; LRG1; HSPA1A; ACKR1
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	LOOP OF HENLE CELL	LOOP OF HENLE CELL		5	5	1.0	1	6	0.0	0.0	0		GNAS; FKBP5; HSP90AB1; HSPA8; HSPA2
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	MES	MES		3	2	0.6666666666666666	1	7	0.0	0.0	0		TGFBR3; DPP4
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	MESANGIAL CELL	MESANGIAL CELL		3	2	0.6666666666666666	3	24	0.6666666666666666	1.0	0		CCL2; CXCL1
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	PC	PC		6	5	0.8333333333333334	4	26	0.0	0.0	0		EDN1; KNG; THBS1; IGFBP7; COL22A1
hca	0197_10.3389_fmed.2022.869284_8494fa8c76	hca:0197_10.3389_fmed.2022.869284_8494fa8c76	PT	PT		6	5	0.8333333333333334	0	0			0		GADD45B; DUSP1; JUND; FOS; JUN
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	CANCER-ASSOCIATED FIBROBLAST	CANCER ASSOCIATED FIBROBLAST	fibroblast/stromal	3	3	1.0	3	12	0.0	0.0	149	0.6666666666666666	FAP; LOX; PDGFRA
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	CYCLING CD8+ T CELL	CYCLING CD 8 T CELL	T cell	3	3	1.0	0	0			255	0.6666666666666666	STMN1; TUBA1B; MKI67
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	3	3	1.0	27	112	0.0	0.0	74	0.0	PVR; CEACAM1; NECTIN2
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	PRE-DYSFUNCTIONAL	PRE DYSFUNCTIONAL		3	1	0.3333333333333333	0	0			0		LYAR
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	TERMINALLY DYSFUNCTIONAL CELL	TERMINALLY DYSFUNCTIONAL CELL		3	1	0.3333333333333333	0	0			0		ENTPD1
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	CLUSTER 2	CLUSTER 2		3	3	1.0	18	98	0.0	0.0	0		MYF6; MYF5; PAX3
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	COMMITTED NEPHRON PROGENITOR	COMMITTED NEPHRON PROGENITOR		6	6	1.0	0	0			0		PAX2; JAG1; PAX8; LYPD1; DAPL1; LHX1
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	NEPHRON PROGENITOR	NEPHRON PROGENITOR		3	3	1.0	3	10	0.3333333333333333	0.3333333333333333	0		CITED1; SIX1; SIX2
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	PROXIMAL NEPHRON SEGMENT	PROXIMAL NEPHRON SEGMENT		4	1	0.25	0	0			0		EPCAM
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	PROXIMAL TUBULE	PROXIMAL TUBULE		3	0	0.0	3	12	1.0		0		
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	STROMAL	STROMAL	fibroblast/stromal	3	3	1.0	3	13	0.3333333333333333	0.3333333333333333	149	0.6666666666666666	PDGFRB; MEIS2; MEIS1
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	DISTAL NEPHRON CELL	DISTAL NEPHRON CELL		3	3	1.0	0	0			0		CDH1; GATA3; AQP2
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	MESENCHYMAL-2	MESENCHYMAL 2	fibroblast/stromal	3	3	1.0	0	0			147	0.3333333333333333	MGP; FOXP2; GAS2
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	MESENCHYMAL-4	MESENCHYMAL 4	fibroblast/stromal	7	7	1.0	0	0			147	0.0	EPYC; COL9A3; COL9A1; MATN4; SOX9; CNMD; ACAN
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	MESENCHYMAL-5	MESENCHYMAL 5	fibroblast/stromal	6	6	1.0	0	0			147	1.0	DCN; DKK1; ID3; COL6A3; ZEB2; NR2F1
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	NEPHRON PROGENITOR CELL	NEPHRON PROGENITOR CELL		3	3	1.0	1	8	0.3333333333333333	0.3333333333333333	0		PAX2; PAX8; LHX1
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	PODOCYTE	PODOCYTE		9	9	1.0	6	31	0.5555555555555556	0.5555555555555556	0		VEGFA; NPHS2; PTPRO; ANGPT1; NPHS1; SYNPO; FOXC2; CLDN5; WT1
hca	0201_10.1038_s41467-019-13382-0_3e98068ead	hca:0201_10.1038_s41467-019-13382-0_3e98068ead	PODOCYTE POPULATION	PODOCYTE POPULATION		3	3	1.0	0	0			0		SPARC; CTGF; SOST
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	ENTERIC GLIAL CELL	ENTERIC GLIAL CELL		3	3	1.0	0	0			0		SOX10; PLP1; S100B
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	FIBROBLAST	FIBROBLAST	fibroblast/stromal	3	3	1.0	28	92	1.0	1.0	146	1.0	DCN; THY1; COL3A1
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	PERICYTE	PERICYTE	fibroblast/stromal	3	1	0.3333333333333333	13	27	1.0	1.0	146	1.0	RGS5
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	S2 FIBROBLAST	S 2 FIBROBLAST	fibroblast/stromal	5	5	1.0	0	0			146	0.2	BMP5; WNT5A; BMP2; POSTN; FRZB
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	VASCULAR SMOOTH MUSCLE CELL	VASCULAR SMOOTH MUSCLE CELL	fibroblast/stromal	6	4	0.6666666666666666	3	8	0.6666666666666666	0.5	146	0.8333333333333334	CNN1; MYH11; SYNPO2; DES
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	CD4+ T CELL	CD 4 T CELL	T cell	3	3	1.0	16	91	1.0	1.0	255	1.0	CD4; CCR7; CD3G
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	CELL PRECURSOR	CELL PRECURSOR		3	3	1.0	0	0			0		ITGA4; TUBA1A; CD34
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	DENDRITIC CELL	DENDRITIC CELL	dendritic cell	3	3	1.0	6	28	0.0	0.0	40	1.0	PLD4; IL3RA; LILRA4
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	ERYTHROID CELL	ERYTHROID CELL		3	3	1.0	1	5	0.3333333333333333	0.3333333333333333	0		HBA2; HBA1; HBB
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MEGAKARYOCYTE	MEGAKARYOCYTE		3	2	0.6666666666666666	1	3	0.6666666666666666	0.5	0		TUBB1; GP9
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MK	MK		4	2	0.5	1	3	0.0	0.0	0		IFITM3; IFITM2
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MONOCYTE	MONOCYTE	monocyte/macrophage	3	3	1.0	23	65	0.6666666666666666	0.6666666666666666	202	1.0	S100A8; ITGAM; CD14
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	NEUTROPHIL-LIKE CELL	NEUTROPHIL LIKE CELL		3	3	1.0	0	0			0		MPO; ELANE; CAMP
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	PB	PB		8	6	0.75	0	0			0		PIM2; IFI6; IL-16; IFITM1; S100A4; XBP1
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	PLASMABLAST	PLASMABLAST	B cell	4	3	0.75	3	7	0.75	0.6666666666666666	92	1.0	TNFRSF17; CD27; MZB1
